#' Puget Sound Steelhead DPS
#'
#' Spawner counts and fraction wild data.
#'
#' @format A csv file.
#' \describe{
#'   \item{NMFS_POPID}{NWFSC id for the population.}
#'   \item{ESU}{}
#'   \item{SPECIES}{}
#'   \item{RUN_TIMING}{}
#'   \item{MAJOR_POPULATION_GROUP}{}
#'   \item{COMMON_POPULATION_NAME}{}
#'   \item{BROOD_YEAR}{The year that the count was made.}
#'   \item{NUMBER_OF_SPAWNERS}{Spawners count. -99 means missing count.}
#'   \item{FRACWILD}{Fraction wild. -99 means missing information.}
#' }
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "BROOD_YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2012, 392, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 2013, 656, -99
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1980, 1972, -99
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1981, 1782, -99
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1982, 3807, -99
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1983, 2705, -99
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1984, 1304, -99
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1985, 1767, 0.9
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1986, 1765, 0.92
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1987, 2082, 0.97
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1988, 1989, 0.96
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1989, 3907, 0.98
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1990, 1893, 0.98
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1991, 650, 0.99
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1992, 2618, 1
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1993, 993, 1
278, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Nisqually River", 1994, 804, 1
